feature_set,n_features,C,penalty,class_weight_name,auc,pr_auc,top30_cutoff,top30_flagged,top30_precision,top30_recall,top30_balanced_acc
refined_behavior,19,0.2,l1,pos_7,0.9036144578313253,0.7513241832749843,0.32058927149241134,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
refined_behavior,19,1.0,l1,balanced,0.9036144578313252,0.7561739417989418,0.17287486137596042,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
refined_behavior,19,0.5,l1,balanced,0.9036144578313252,0.7493986568986569,0.2647207447527375,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
refined_behavior_plus_named_events,29,0.1,l1,pos_4,0.9026104417670682,0.8185277685277687,0.3560413310836391,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
lean_behavior,13,0.1,l1,balanced,0.9016064257028112,0.7086180997365209,0.522819500884601,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
refined_behavior,19,0.1,l1,balanced,0.9016064257028112,0.7086180997365209,0.5228106699491157,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
refined_behavior_plus_named_events,29,0.05,l1,pos_4,0.9016064257028111,0.8207251082251084,0.4992790958137136,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
refined_behavior_plus_named_events,29,0.03,l1,pos_7,0.9016064257028111,0.8189393939393941,0.5017549702436255,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
refined_behavior_plus_named_events,29,0.05,l1,balanced,0.9016064257028111,0.8189393939393941,0.5014499408922152,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
lean_behavior,13,0.05,l1,pos_7,0.9006024096385542,0.7050466711650922,0.5229210547875451,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
refined_behavior,19,0.05,l1,pos_7,0.9006024096385542,0.7050466711650922,0.5229136550004725,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
refined_behavior_plus_named_events,29,0.2,l1,pos_4,0.8985943775100401,0.7938987140074097,0.24665826518788778,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
refined_behavior_plus_named_events,29,0.1,l1,pos_7,0.895582329317269,0.7861315536315537,0.4064979311304602,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
lean_behavior,13,1.0,l1,pos_7,0.895582329317269,0.7817791005291006,0.13873072901476685,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
lean_behavior,13,1.0,l1,pos_4,0.8945783132530121,0.7952026827729076,0.13414245970809108,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
refined_behavior_plus_named_events,29,0.2,l1,balanced,0.8935742971887549,0.7708324083324084,0.3767694872930269,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
lean_behavior,13,0.2,l1,pos_4,0.892570281124498,0.7502428127428128,0.28383024256381584,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
refined_behavior,19,0.2,l1,pos_4,0.8915662650602408,0.7497666886253843,0.27814098600121145,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
lean_behavior,13,0.2,l1,balanced,0.8915662650602408,0.7301497113997114,0.41676483769095585,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
