feature_set,n_features,C,penalty,class_weight_name,auc,pr_auc,top30_cutoff,top30_flagged,top30_precision,top30_recall,top30_balanced_acc,outer_fold
refined_behavior_plus_named_events,29,0.2,l2,pos_4,0.913978494623656,0.8392050587172539,0.29892523750242556,22,0.3181818181818182,0.7777777777777778,0.7679211469534051,9
refined_behavior_plus_named_events,29,0.2,l2,pos_4,0.9964157706093191,0.9797979797979799,0.24385697308209203,22,0.4090909090909091,1.0,0.8951612903225806,10
refined_behavior_plus_named_events,29,0.1,l2,pos_4,0.9946236559139784,0.9722222222222223,0.32046586773719293,22,0.4090909090909091,1.0,0.8951612903225806,10
refined_behavior_plus_named_events,29,0.05,l2,pos_4,0.985663082437276,0.9188983855650523,0.3815511211740862,22,0.4090909090909091,1.0,0.8951612903225806,10
refined_behavior_plus_named_events,29,0.1,l2,pos_4,0.9121863799283154,0.8111489040060469,0.33772556896434147,22,0.36363636363636365,0.8888888888888888,0.8315412186379928,11
refined_behavior_plus_named_events,29,0.2,l2,pos_4,0.910394265232975,0.7837962962962963,0.24017412355574963,22,0.36363636363636365,0.8888888888888888,0.8315412186379928,11
refined_behavior_plus_named_events,29,0.05,l2,pos_4,0.9068100358422938,0.7979720279720279,0.3618903335059253,25,0.32,0.8888888888888888,0.807347670250896,11
refined_behavior_plus_named_events,29,0.1,l2,pos_4,0.9100529100529101,0.839920948616601,0.36712250692242115,22,0.36363636363636365,0.8888888888888888,0.8333333333333333,12
refined_behavior_plus_named_events,29,0.05,l2,pos_4,0.908289241622575,0.826032059727712,0.4180617442881849,22,0.36363636363636365,0.8888888888888888,0.8333333333333333,12
refined_behavior_plus_named_events,29,0.2,l2,pos_4,0.9029982363315696,0.8322510822510822,0.3176600395135893,24,0.2916666666666667,0.7777777777777778,0.753968253968254,12
refined_behavior_plus_named_events,29,0.1,l2,pos_4,0.8996415770609318,0.8053105590062113,0.3656451839133027,23,0.30434782608695654,0.7777777777777778,0.7598566308243728,13
refined_behavior_plus_named_events,29,0.05,l2,pos_4,0.8978494623655914,0.7928624873069319,0.39990385360587377,23,0.30434782608695654,0.7777777777777778,0.7598566308243728,13
refined_behavior_plus_named_events,29,0.2,l2,pos_4,0.8942652329749103,0.7946586041824137,0.32531352596655283,22,0.3181818181818182,0.7777777777777778,0.7679211469534051,13
refined_behavior_plus_named_events,29,0.2,l2,pos_4,0.9462365591397849,0.7317460317460318,0.3007471802981291,23,0.391304347826087,1.0,0.8870967741935484,14
refined_behavior_plus_named_events,29,0.1,l2,pos_4,0.9372759856630825,0.6399738662896557,0.34860042068843494,23,0.391304347826087,1.0,0.8870967741935484,14
refined_behavior_plus_named_events,29,0.05,l2,pos_4,0.9283154121863799,0.5979326286601827,0.4058974051899473,22,0.4090909090909091,1.0,0.8951612903225806,14
refined_behavior_plus_named_events,29,0.1,l2,pos_4,0.967741935483871,0.8944444444444446,0.3148906566374071,23,0.34782608695652173,0.8888888888888888,0.8234767025089605,15
refined_behavior_plus_named_events,29,0.05,l2,pos_4,0.967741935483871,0.8793490460157127,0.3675343128185988,22,0.4090909090909091,1.0,0.8951612903225806,15
refined_behavior_plus_named_events,29,0.2,l2,pos_4,0.96415770609319,0.9037037037037039,0.24819332137415998,25,0.32,0.8888888888888888,0.807347670250896,15
refined_behavior_plus_named_events,29,0.1,l2,pos_4,0.9153439153439153,0.8016073432740101,0.3429181362264845,22,0.36363636363636365,0.8888888888888888,0.8333333333333333,16
refined_behavior_plus_named_events,29,0.05,l2,pos_4,0.9118165784832452,0.7985032024505709,0.39095641133959536,22,0.36363636363636365,0.8888888888888888,0.8333333333333333,16
refined_behavior_plus_named_events,29,0.2,l2,pos_4,0.908289241622575,0.7926286676286676,0.3088929729507649,22,0.36363636363636365,0.8888888888888888,0.8333333333333333,16
refined_behavior_plus_named_events,29,0.05,l2,pos_4,0.9516129032258064,0.861863711001642,0.36391787213157606,22,0.36363636363636365,0.8888888888888888,0.8315412186379928,17
refined_behavior_plus_named_events,29,0.1,l2,pos_4,0.9444444444444444,0.8576839826839826,0.29991570614124036,24,0.3333333333333333,0.8888888888888888,0.8154121863799283,17
